Time,rain ,Rain,External Battery,Modem Signal
3-Mar-17 21:35:45,0.500,1736.500,,,,,,,,,,,,,,,,,
3-Mar-17 21:32:39,0.500,1736.000,,,,,,,,,,,,,,,,,
3-Mar-17 21:25:09,0.500,1735.500,,,,,,,,,,,,,,,,,
3-Mar-17 20:05:04,0.500,1735.000,,,,,,,,,,,,,,,,,
3-Mar-17 19:50:04,0.500,1734.500,,,,,,,,,,,,,,,,,
3-Mar-17 19:46:08,0.500,1734.000,,,,,,,,,,,,,,,,,
3-Mar-17 19:42:30,0.500,1733.500,,,,,,,,,,,,,,,,,
3-Mar-17 19:29:29,0.500,1733.000,,,,,,,,,,,,,,,,,
3-Mar-17 19:13:30,0.500,1732.500,,,,,,,,,,,,,,,,,
3-Mar-17 19:06:22,0.500,1732.000,,,,,,,,,,,,,,,,,
3-Mar-17 19:03:06,0.500,1731.500,,,,,,,,,,,,,,,,,
3-Mar-17 19:00:15,0.500,1731.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:56:29,0.500,1730.500,,,,,,,,,,,,,,,,,
3-Mar-17 18:50:33,0.500,1730.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:47:22,0.500,1729.500,,,,,,,,,,,,,,,,,
3-Mar-17 18:45:25,0.500,1729.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:43:58,0.500,1728.500,,,,,,,,,,,,,,,,,
3-Mar-17 18:42:54,0.500,1728.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:40:55,0.500,1727.500,,,,,,,,,,,,,,,,,
3-Mar-17 18:39:10,0.500,1727.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:37:58,0.500,1726.500,,,,,,,,,,,,,,,,,
3-Mar-17 18:37:04,0.500,1726.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:36:18,0.500,1725.500,,,,,,,,,,,,,,,,,
3-Mar-17 18:35:39,0.500,1725.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:35:06,0.500,1724.500,,,,,,,,,,,,,,,,,
3-Mar-17 18:34:26,0.500,1724.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:33:43,0.500,1723.500,,,,,,,,,,,,,,,,,
3-Mar-17 18:32:51,0.500,1723.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:32:07,0.500,1722.500,,,,,,,,,,,,,,,,,
3-Mar-17 18:30:58,0.500,1722.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:28:04,0.500,1721.500,,,,,,,,,,,,,,,,,
3-Mar-17 18:24:14,0.500,1721.000,,,,,,,,,,,,,,,,,
3-Mar-17 18:00:18,,,,54.000,,,,,,,,,,,,,,,
3-Mar-17 18:00:00,,,13.067,,,,,,,,,,,,,,,,
