rain ,14-Feb-17 12:22:51,69.000
rain ,14-Feb-17 12:22:50,67.500
rain ,14-Feb-17 12:15:54,65.500
rain ,14-Feb-17 12:15:53,64.500
rain ,14-Feb-17 12:15:44,62.500
Modem Signal,14-Feb-17 12:13:51,32.000
rain ,14-Feb-17 12:13:36,56.500
rain ,14-Feb-17 12:13:35,55.000
Modem Signal,14-Feb-17 12:00:18,45.000
External Battery,14-Feb-17 12:00:00,13.286
