13/02/17,23:55:00,5,1517,13.288
13/02/17,23:55:00,7,1422,25.500
13/02/17,23:55:00,6,1521,0.000
13/02/17,23:55:00,4,1623,0.000
13/02/17,23:50:00,5,1517,13.288
13/02/17,23:50:00,7,1422,25.200
13/02/17,23:50:00,6,1521,0.000
13/02/17,23:50:00,4,1623,0.000
13/02/17,23:45:00,5,1517,13.300
13/02/17,23:45:00,7,1422,25.200
13/02/17,23:45:00,6,1521,0.000
13/02/17,23:45:00,4,1623,0.000
13/02/17,23:40:00,5,1517,13.284
13/02/17,23:40:00,7,1422,25.200
13/02/17,23:40:00,6,1521,0.000
13/02/17,23:40:00,4,1623,0.000
13/02/17,23:35:00,5,1517,13.284
13/02/17,23:35:00,7,1422,25.500
13/02/17,23:35:00,6,1521,0.000
13/02/17,23:35:00,4,1623,0.000
13/02/17,23:30:00,5,1517,13.288
13/02/17,23:30:00,7,1422,25.500
13/02/17,23:30:00,6,1521,0.000
13/02/17,23:30:00,4,1623,0.000
13/02/17,23:25:00,5,1517,13.284
13/02/17,23:25:00,7,1422,25.500
13/02/17,23:25:00,6,1521,0.000
13/02/17,23:25:00,4,1623,0.000
13/02/17,23:20:00,5,1517,13.288
13/02/17,23:20:00,7,1422,25.500
13/02/17,23:20:00,6,1521,0.000
13/02/17,23:20:00,4,1623,0.000
13/02/17,23:15:00,5,1517,13.288
13/02/17,23:15:00,7,1422,25.200
13/02/17,23:15:00,6,1521,0.000
13/02/17,23:15:00,4,1623,0.000
13/02/17,23:10:00,5,1517,13.284
13/02/17,23:10:00,7,1422,25.500
13/02/17,23:10:00,6,1521,0.000
13/02/17,23:10:00,4,1623,0.000
13/02/17,23:05:00,5,1517,13.284
13/02/17,23:05:00,7,1422,25.500
13/02/17,23:05:00,6,1521,0.000
13/02/17,23:05:00,4,1623,0.000
13/02/17,23:00:00,5,1517,13.284
13/02/17,23:00:00,7,1422,25.500
13/02/17,23:00:00,6,1521,0.000
13/02/17,23:00:00,4,1623,0.000
13/02/17,22:55:00,5,1517,13.288
13/02/17,22:55:00,7,1422,25.500
13/02/17,22:55:00,6,1521,0.000
13/02/17,22:55:00,4,1623,0.000
13/02/17,22:50:00,5,1517,13.288
13/02/17,22:50:00,7,1422,25.200
13/02/17,22:50:00,6,1521,0.000
13/02/17,22:50:00,4,1623,0.000
13/02/17,22:45:00,5,1517,13.284
13/02/17,22:45:00,7,1422,25.500
13/02/17,22:45:00,6,1521,0.000
13/02/17,22:45:00,4,1623,0.000
13/02/17,22:40:00,5,1517,13.284
13/02/17,22:40:00,7,1422,25.500
13/02/17,22:40:00,6,1521,0.000
13/02/17,22:40:00,4,1623,0.000
13/02/17,22:35:00,5,1517,13.288
13/02/17,22:35:00,7,1422,25.500
13/02/17,22:35:00,6,1521,0.000
13/02/17,22:35:00,4,1623,0.000
13/02/17,22:30:00,5,1517,13.284
13/02/17,22:30:00,7,1422,25.500
13/02/17,22:30:00,6,1521,0.000
13/02/17,22:30:00,4,1623,0.000
13/02/17,22:25:00,5,1517,13.288
13/02/17,22:25:00,7,1422,25.200
13/02/17,22:25:00,6,1521,0.000
13/02/17,22:25:00,4,1623,0.000
13/02/17,22:20:00,5,1517,13.284
13/02/17,22:20:00,7,1422,25.200
13/02/17,22:20:00,6,1521,0.000
13/02/17,22:20:00,4,1623,0.000
13/02/17,22:15:00,5,1517,13.296
13/02/17,22:15:00,7,1422,25.500
13/02/17,22:15:00,6,1521,0.000
13/02/17,22:15:00,4,1623,0.000
13/02/17,22:10:00,5,1517,13.284
13/02/17,22:10:00,7,1422,25.500
13/02/17,22:10:00,6,1521,0.000
13/02/17,22:10:00,4,1623,0.000
13/02/17,22:05:00,5,1517,13.284
13/02/17,22:05:00,7,1422,25.500
13/02/17,22:05:00,6,1521,0.000
13/02/17,22:05:00,4,1623,0.000
13/02/17,22:00:00,5,1517,13.284
13/02/17,22:00:00,7,1422,25.500
13/02/17,22:00:00,6,1521,0.000
13/02/17,22:00:00,4,1623,0.000
13/02/17,21:55:00,5,1517,13.284
13/02/17,21:55:00,7,1422,25.700
13/02/17,21:55:00,6,1521,0.000
13/02/17,21:55:00,4,1623,0.000
13/02/17,21:50:00,5,1517,13.280
13/02/17,21:50:00,7,1422,25.700
13/02/17,21:50:00,6,1521,0.000
13/02/17,21:50:00,4,1623,0.000
13/02/17,21:45:00,5,1517,13.288
13/02/17,21:45:00,7,1422,25.500
13/02/17,21:45:00,6,1521,0.000
13/02/17,21:45:00,4,1623,0.000
13/02/17,21:40:00,5,1517,13.288
13/02/17,21:40:00,7,1422,25.700
13/02/17,21:40:00,6,1521,0.000
13/02/17,21:40:00,4,1623,0.000
13/02/17,21:35:00,5,1517,13.288
13/02/17,21:35:00,7,1422,25.500
13/02/17,21:35:00,6,1521,0.000
13/02/17,21:35:00,4,1623,0.000
13/02/17,21:30:00,5,1517,13.280
13/02/17,21:30:00,7,1422,25.700
13/02/17,21:30:00,6,1521,0.000
13/02/17,21:30:00,4,1623,0.000
13/02/17,21:25:00,5,1517,13.284
13/02/17,21:25:00,7,1422,25.700
13/02/17,21:25:00,6,1521,0.000
13/02/17,21:25:00,4,1623,0.000
13/02/17,21:20:00,5,1517,13.288
13/02/17,21:20:00,7,1422,25.700
13/02/17,21:20:00,6,1521,0.000
13/02/17,21:20:00,4,1623,0.000
13/02/17,21:15:00,5,1517,13.288
13/02/17,21:15:00,7,1422,25.700
13/02/17,21:15:00,6,1521,0.000
13/02/17,21:15:00,4,1623,0.000
13/02/17,21:10:00,5,1517,13.288
13/02/17,21:10:00,7,1422,25.700
13/02/17,21:10:00,6,1521,0.000
13/02/17,21:10:00,4,1623,0.000
13/02/17,21:05:00,5,1517,13.288
13/02/17,21:05:00,7,1422,25.500
13/02/17,21:05:00,6,1521,0.000
13/02/17,21:05:00,4,1623,0.000
13/02/17,21:00:00,5,1517,13.288
13/02/17,21:00:00,7,1422,25.700
13/02/17,21:00:00,6,1521,0.000
