Time,rain ,Rain,External Battery,Modem Signal
30-Mar-17 17:48:57,0.500,1853.000,,,,,,,,,,,,,,,,,
30-Mar-17 17:43:12,0.500,1852.500,,,,,,,,,,,,,,,,,
30-Mar-17 17:38:16,0.500,1852.000,,,,,,,,,,,,,,,,,
30-Mar-17 17:34:29,0.500,1851.500,,,,,,,,,,,,,,,,,
30-Mar-17 17:29:12,0.500,1851.000,,,,,,,,,,,,,,,,,
30-Mar-17 17:23:11,0.500,1850.500,,,,,,,,,,,,,,,,,
30-Mar-17 17:19:12,0.500,1850.000,,,,,,,,,,,,,,,,,
30-Mar-17 17:16:50,0.500,1849.500,,,,,,,,,,,,,,,,,
30-Mar-17 17:14:57,0.500,1849.000,,,,,,,,,,,,,,,,,
30-Mar-17 17:11:57,0.500,1848.500,,,,,,,,,,,,,,,,,
30-Mar-17 17:08:06,0.500,1848.000,,,,,,,,,,,,,,,,,
30-Mar-17 17:05:35,0.500,1847.500,,,,,,,,,,,,,,,,,
30-Mar-17 17:03:59,0.500,1847.000,,,,,,,,,,,,,,,,,
30-Mar-17 17:02:44,0.500,1846.500,,,,,,,,,,,,,,,,,
30-Mar-17 17:00:50,0.500,1846.000,,,,,,,,,,,,,,,,,
30-Mar-17 16:57:54,0.500,1845.500,,,,,,,,,,,,,,,,,
30-Mar-17 16:55:50,0.500,1845.000,,,,,,,,,,,,,,,,,
30-Mar-17 16:53:47,0.500,1844.500,,,,,,,,,,,,,,,,,
30-Mar-17 16:51:19,0.500,1844.000,,,,,,,,,,,,,,,,,
30-Mar-17 16:49:40,0.500,1843.500,,,,,,,,,,,,,,,,,
30-Mar-17 16:48:25,0.500,1843.000,,,,,,,,,,,,,,,,,
30-Mar-17 16:47:24,0.500,1842.500,,,,,,,,,,,,,,,,,
30-Mar-17 16:46:00,0.500,1842.000,,,,,,,,,,,,,,,,,
30-Mar-17 16:44:51,0.500,1841.500,,,,,,,,,,,,,,,,,
30-Mar-17 16:42:51,0.500,1841.000,,,,,,,,,,,,,,,,,
30-Mar-17 16:39:19,0.500,1840.500,,,,,,,,,,,,,,,,,
